id,Statement,Image,Web,Category,Date,Label
43454,Fake: PM Modi never said Vajpayee started first metro in India ,https://www.oneindia.com/img/250x90/2020/12/fake-news5-1609390185.jpg,ONEINDIA,GOVERNMENT,20-Dec,Fake
43455,Fake: Govt of India has not sold Railways to Adani ,https://www.oneindia.com/img/250x90/2020/12/xfake-news2-1609131698.jpg.pagespeed.ic.JCi70sqIDo.jpg,ONEINDIA,MISLEADING,20-Dec,Fake
43456,Fake: Nurse who took COVID-19 vaccine and fainted is not dead ,https://www.oneindia.com/img/250x90/2020/12/xfake-news1-1608701305.jpg.pagespeed.ic.7I0ek3qd-T.jpg,ONEINDIA,MISLEADING,20-Dec,Fake
43457,Govt flags Priyanka Gandhis claim on Railways accepting pvt firms stamp as misleading ,https://www.oneindia.com/img/250x90/2020/12/xindian-railways-1608115101.jpg.pagespeed.ic.ZedSUmzHbE.jpg,ONEINDIA,POLITICS,20-Dec,Fake
43458,"Fake: 25,000 Indian soldiers have not returned Shaurya Chakra medals in support of farmers ",https://www.oneindia.com/img/250x90/2020/12/xshaurya-chakra1-1608019191.jpg.pagespeed.ic.FOqx1mQe3N.jpg,ONEINDIA,COVID-19,20-Dec,Fake
43459,Fake: Govt is not conducting any survey under the National Fellowship Scheme ,https://www.oneindia.com/img/250x90/2020/12/xfake-news-1607949716.jpg.pagespeed.ic.A2FtlIwlvW.jpg,ONEINDIA,POLITICS,20-Dec,Fake
43460,Spl court acquitting accused in case relating to killing of Jamiat-e-Ahlihadeeth misleading: NIA ,https://www.oneindia.com/img/250x90/2020/12/xnia-court-1607918312.jpg.pagespeed.ic.Rnd_zMa-_v.jpg,ONEINDIA,POLITICS,20-Dec,Fake
43461,Fact check: Did government reach out only to Sikhs through IRCTC emails ,https://www.oneindia.com/img/250x90/2020/12/xfarmers-protest1-1607917211.jpg.pagespeed.ic.DTfX5lnsl8.jpg,ONEINDIA,MISLEADING,20-Dec,Fake
43462,Fake: That boy in a yellow shirt is not the inventor of COVID-19 vaccine ,https://www.oneindia.com/img/250x90/2020/12/xfake-1607671515.jpg.pagespeed.ic.-qNTQ2M3Tn.jpg,ONEINDIA,COVID-19,20-Dec,Fake
43463,Fake: Punjab CM did not meet Ambani in Mumbai a day before Bharat Bandh ,https://www.oneindia.com/img/250x90/2020/12/xfake-news-1607492326.jpg.pagespeed.ic.2hhtEAqTil.jpg,ONEINDIA,GOVERNMENT,20-Dec,Fake
43464,Fact check: Image from 2013 taken in London passed off as farmers insulting National Flag ,https://www.oneindia.com/img/250x90/2020/12/xfake-image-1607320482.jpg.pagespeed.ic.aXJGjuMsLb.jpg,ONEINDIA,POLITICS,20-Dec,Fake
43465,Fake: Old image from Jat agitation passed off as ongoing farmers protests ,https://www.oneindia.com/img/250x90/2020/12/fake-news5-1606974589.jpg,ONEINDIA,VIOLENCE,20-Dec,Fake
43466,Fake: PM Modi did not arrive in Zydus Cadila chairmans car for Changodar visit ,https://www.oneindia.com/img/250x90/2020/12/narendra-modi72-1606803573.jpg,ONEINDIA,GOVERNMENT,20-Dec,Fake
43467,"Fake: NIA rejects reports of seizing Stan Swamys sipper, straw ",https://www.oneindia.com/img/250x90/2020/11/xstan-swamy1-1602224658-jpg-pagespeed-ic-l-wvnktty--1606393912-1606656899.jpg,ONEINDIA,MISLEADING,20-Nov,Fake
43468,Fact check: Will COVID-19 vaccine alter human DNA? ,https://www.oneindia.com/img/250x90/2020/11/fake-news4-1606308049.jpg,ONEINDIA,COVID-19,20-Nov,Fake
43469,"Fake: Govt has not paid Rs 130,000 towards COVID-19 funding ",https://www.oneindia.com/img/250x90/2020/11/coronavirus18-1606198593.jpg,ONEINDIA,COVID-19,20-Nov,Fake
43470,Fake: Government has taken no decision to stop train services after December 1 ,https://www.oneindia.com/img/250x90/2019/09/railways1-1560680493-1568018815.jpg,ONEINDIA,COVID-19,19-Sep,Fake
43471,Fact check: Is Delhi govt giving right statistics on COVID-19 cases ,https://www.oneindia.com/img/250x90/2020/11/coronavirus44-1605777690.jpg,ONEINDIA,COVID-19,20-Nov,Fake
43472,Fact check: Has Biden appointed Indian origin man as his political advisor ,https://www.oneindia.com/img/250x90/2020/11/biden-1605504677.jpg,ONEINDIA,POLITICS,20-Nov,Fake
43473,"Coronavirus vaccine update: Sputnik V arrive in India, clinical trials shortly ",https://www.oneindia.com/img/250x90/2020/11/vaccine-1605196094.jpg,ONEINDIA,COVID-19,20-Nov,Fake
43474,Fact check: Is Govt of India reimposing lockdown from December 01 ,https://www.oneindia.com/img/250x90/2020/11/fake-news65-1605179778.jpg,ONEINDIA,COVID-19,20-Nov,Fake
43475,Fake: Muslims did not damage Shivling at Ranchi Temple ,https://www.oneindia.com/img/250x90/2020/11/fake-news1-1605165653.jpg,ONEINDIA,MISLEADING,20-Nov,Fake
43476,Delhi cops bust FAKE job racket that cheated 27K and collected Rs 1.09 crore in a month ,https://www.oneindia.com/img/250x90/2020/11/fake-news64-1604635243.jpg,ONEINDIA,GOVERNMENT,20-Nov,Fake
43477,Fake: Video of Muslim girl being thrown to the ground by police is not from France ,https://www.oneindia.com/img/250x90/2020/11/viral-video-1604562308.jpg,ONEINDIA,VIOLENCE,20-Nov,Fake
43478,Kapil Dev becomes victim of death hoax ,https://www.oneindia.com/img/250x90/2020/11/xpti24-10-2020-000108b-1604327698.jpg.pagespeed.ic.zeWwxTBooB.jpg,ONEINDIA,MISLEADING,20-Nov,Fake
43479,Fact check: Can aspirin cure COVID-19 ,https://www.oneindia.com/img/250x90/2020/10/coronavirus71-1604126750.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43480,Fact Check: Has the Chinese PLA further transgressed into Indian territory ,https://www.oneindia.com/img/250x90/2020/10/fake-news62-1604044358.jpg,ONEINDIA,COVID-19,20-Oct,Fake
43481,Fact check: Do all food business operators have to get licence from FSSAI ,https://www.oneindia.com/img/250x90/2020/10/street-food-1604032053.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43482,Fake: Government is not providing free Tablets to all students ,https://www.oneindia.com/img/250x90/2020/10/fake-news61-1603966873.jpg,ONEINDIA,COVID-19,20-Oct,Fake
43483,Fake: This time Emmanuel Macron was not egged ,https://www.oneindia.com/img/250x90/2020/10/fake-news60-1603863288.jpg,ONEINDIA,GOVERNMENT,20-Oct,Fake
43484,Do not get misled by this website that is offering jobs ,https://www.oneindia.com/img/250x90/2020/10/fake-news59-1603710283.jpg,ONEINDIA,GOVERNMENT,20-Oct,Fake
43485,Fake: US has not recognised Telugu as an official language ,https://www.oneindia.com/img/250x90/2020/10/fake-news58-1603436788.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43486,Fact Check: Is this the original Twitter handle of Shatrughan Sinha's son and Cong candidate Luv? ,https://www.oneindia.com/img/250x90/2020/10/fake-news57-1603365186.jpg,ONEINDIA,GOVERNMENT,20-Oct,Fake
43487,Fake: Indian National Flag was not waved at rally in Karachi ,https://www.oneindia.com/img/250x90/2020/10/fake-news55-1603340872.jpg,ONEINDIA,POLITICS,20-Oct,Fake
43488,Fake: Indias import to China has not increased by 27 per cent ,https://www.oneindia.com/img/250x90/2020/10/fake-news54-1603185650.jpg,ONEINDIA,POLITICS,20-Oct,Fake
43489,Fact check: Was Nitish Kumars convoy pelted with stones during the Bihar Election campaign ,https://www.oneindia.com/img/250x90/2020/10/fake-news53-1603089868.jpg,ONEINDIA,GOVERNMENT,20-Oct,Fake
43490,Fake: Khushbu Sundar did not slap a BJP worker during a recent roadshow ,https://www.oneindia.com/img/250x90/2020/10/khushbu-fake-news-1603085119.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43491,Fake: Ministry of MSME has not issued letter of appointment to post of director ,https://www.oneindia.com/img/250x90/2020/10/fake-news52-1602933821.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43492,Fact check: Did the signal cross the road in Hyderabad ,https://www.oneindia.com/img/250x90/2020/10/traffic-signal-1602822613.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43493,Fact check: Did AG advise against appeal in Vodafone arbitration award ,https://www.oneindia.com/img/250x90/2020/10/fake-news48-1602752074.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43494,Fake: Kiron Kher did not say rapes are a party of Indian tradition and culture ,https://www.oneindia.com/img/250x90/2020/10/fake-news47-1602654294.jpg,ONEINDIA,POLITICS,20-Oct,Fake
43495,Fact check: Does UP have the highest conviction rate for women related crimes ,https://www.oneindia.com/img/250x90/2020/10/fake-news46-1602319504.jpg,ONEINDIA,MISLEADING,20-Oct,Fake
43496,"Fake: Nagma shares video, claims Vajpayees niece is criticising BJP ",https://www.oneindia.com/img/250x90/2020/10/fake-news44-1602148380.jpg,ONEINDIA,POLITICS,20-Oct,Fake
43497,Fake: Hathras victims mother was not beaten up before her daughter was cremated ,https://www.oneindia.com/img/250x90/2020/10/fake-news42-1601984437.jpg,ONEINDIA,GOVERNMENT,20-Oct,Fake
43498,"Fact check: Did Rahul, Priyanka joke on their way to Hathras ",https://www.oneindia.com/img/250x90/2020/10/rahul-priyanka1-1601965190.jpg,ONEINDIA,COVID-19,20-Oct,Fake
43499,Fact Check: Did Yogi watch Hathras victims cremation live? ,https://www.oneindia.com/img/250x90/2020/10/fake-news39-1601621933.jpg,ONEINDIA,COVID-19,20-Oct,Fake
43500,Fake: The woman in this image is not protesting against the Hathras incident ,https://www.oneindia.com/img/250x90/2020/10/fake-news38-1601547627.jpg,ONEINDIA,VIOLENCE,20-Oct,Fake
43501,Fake: Wrong image of Hathras rape victim goes viral on social media ,https://www.oneindia.com/img/250x90/2020/09/fake-news37-1601442800.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43502,Fact check: Did Deepika Padukone wear an I support farmer t-shirt during NCB questioning ,https://www.oneindia.com/img/250x90/2020/09/fake-news36-1601272832.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43503,"Fact check: Do PMSBY, PMJJBY give insurance cover for COVID-19 related deaths ",https://www.oneindia.com/img/250x90/2020/09/fake-news35-1601033107.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43504,Fact Check: Has a 25 September 2020 Lockdown been announced? ,https://www.oneindia.com/img/250x90/2020/09/fake-news34-1600930414.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43505,Fake: NTA UGC NET Examination 2020 will not have negative marking ,https://www.oneindia.com/img/250x90/2020/09/fake-news33-1600925013.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43506,Fact check: Does this bus in Columbia sport an image of Dr. Ambedkar and his wife ,https://www.oneindia.com/img/250x90/2020/09/fake-news32-1600753160.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43507,Fake: Cong puts out digitally altered clip claiming people changed Kamal Nath in presence of Chouhan ,https://www.oneindia.com/img/250x90/2020/09/fake-news31-1600685212.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43508,Fact check: Why is Rakhi Sawant embracing a Pakistan flag ,https://www.oneindia.com/img/250x90/2020/09/fact-check3-1600679802.jpg,ONEINDIA,POLITICS,20-Sep,Fake
43509,Fact Check: Did Amitabh Bachchan shake hands with Dawood Ibrahim ,https://www.oneindia.com/img/250x90/2020/09/fake-news30-1600431325.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43510,Fake: This image is not of rampant cheating during NEET 2020 exams ,https://www.oneindia.com/img/250x90/2020/09/fake-news29-1600410718.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43511,Fake: This Indian M 17 did not crash in Ladakh ,https://www.oneindia.com/img/250x90/2020/09/fake-news28-1600145668.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43512,"Fake: Justin Trudeau has not supported the Hindi Theriyadu, Poda movement ",https://www.oneindia.com/img/250x90/2020/09/fake-news27-1600069652.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43513,Fake: Rafale aircraft has not crashed near Ambala Air Force Station ,https://www.oneindia.com/img/250x90/2020/07/xrafale-1595502091.jpg.pagespeed.ic.ItbPpk4W0T.jpg,ONEINDIA,POLITICS,20-Jul,Fake
43514,Fake: ICMR had not recommended use of Ivermectin for COVID-19 patients ,https://www.oneindia.com/img/250x90/2020/09/fake-news24-1599885260.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43515,Fact check: Are Ambanis giving Kangana Rs 200 crore to build new studio ,https://www.oneindia.com/img/250x90/2020/09/fake-news23-1599805649.jpg,ONEINDIA,COVID-19,20-Sep,Fake
43516,Fake: Video of Chinese tourists at Pangong Lake is not from indian territory ,https://www.oneindia.com/img/250x90/2020/09/chinese-tourists-1599632030.jpg,ONEINDIA,VIOLENCE,20-Sep,Fake
43517,Fake: Old image of India-China soldiers being passed of as clashes in Ladakh ,https://www.oneindia.com/img/250x90/2020/09/india-china-soldiers-1599628209.jpg,ONEINDIA,VIOLENCE,20-Sep,Fake
43518,"Fake: Education minister has not made this announcement on re-opening of schools, colleges ",https://www.oneindia.com/img/250x90/2020/06/school-1591872456.jpg,ONEINDIA,MISLEADING,20-Jun,Fake
43519,Fake: Indian Railways will not be sold and called Adani Railways ,https://www.oneindia.com/img/250x90/2020/09/ehkchqiwkaaf9pp-1599475614.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43520,Fake: Taiwan has not shot down a Chinese SU-35 aircraft ,https://www.oneindia.com/img/250x90/2020/09/chinese-jet-15992066461-1599212974.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43521,Fact check: Are contactless thermometers harmful to your health ,https://www.oneindia.com/img/250x90/2020/09/thermometer-1585720368-1599195850.jpg,ONEINDIA,MISLEADING,20-Sep,Fake
43522,Fact check: Who desecrated this Kali idol in Bengal Temple? ,https://www.oneindia.com/img/250x90/2020/09/kali-1599116046.jpg,ONEINDIA,POLITICS,20-Sep,Fake
43523,Fake: Govt has not sought personal details for health ID registration ,https://www.oneindia.com/img/250x90/2020/09/1-1598934607.jpg,ONEINDIA,POLITICS,20-Sep,Fake
43524,Fake: Image of police car burning is not from Norway ,https://www.oneindia.com/img/250x90/2020/09/screenshot2020-09-01at8-1598931245.jpg,ONEINDIA,VIOLENCE,20-Sep,Fake
43525,Fact check: Did Indian Army soldiers celebrate Ganesh Chaturthi at Galwan Valley ,https://www.oneindia.com/img/250x90/2020/08/fake-news22-1598700357.jpg,ONEINDIA,COVID-19,20-Aug,Fake
43526,Fake: Centre has not devised a scheme to waive electricity bills ,https://www.oneindia.com/img/250x90/2020/08/power-distribution-1598598572.jpg,ONEINDIA,COVID-19,20-Aug,Fake
43527,Fact check: Has CLAT 2020 been postponed indefinitely? ,https://www.oneindia.com/img/250x90/2020/08/fake-news21-1598506366.jpg,ONEINDIA,MISLEADING,20-Aug,Fake
43528,"Fact Check: Has the Rs. 2,000 note been banned by RBI ",https://www.oneindia.com/img/250x90/2020/08/currency2-1598419472.jpg,ONEINDIA,COVID-19,20-Aug,Fake
43529,Old FAKE video of China made plastic eggs being sold in India goes viral again ,https://www.oneindia.com/img/250x90/2020/08/plastic-eggs-1598418017.jpg,ONEINDIA,COVID-19,20-Aug,Fake
43530,"Fake: This viral video of violence is from West Bengal, not Bengaluru ",https://www.oneindia.com/img/250x90/2020/08/fake-news20-1598337828.jpg,ONEINDIA,VIOLENCE,20-Aug,Fake
43531,Fake: Govt has not announced free smartphones for students ,https://www.oneindia.com/img/250x90/2020/08/smart-phones-1598256086.jpg,ONEINDIA,COVID-19,20-Aug,Fake
43532,"Fake: Man seen in image with Deepika Padukone, Ranvir Singh is not Dawood Ibrahim ",https://www.oneindia.com/img/250x90/2020/08/fake-news19-1598249341.jpg,ONEINDIA,VIOLENCE,20-Aug,Fake
43533,Fake: Image of sewage filled road is not from Varanasi ,https://www.oneindia.com/img/250x90/2020/08/fake-news18-1598078910.jpg,ONEINDIA,GOVERNMENT,20-Aug,Fake
43534,Fake: DoT has not providing no objection certificates to install mobile towers in your location ,https://www.oneindia.com/img/250x90/2020/08/dot1-1597989058.jpg,ONEINDIA,MISLEADING,20-Aug,Fake
43535,"Fake: Kerala BJP MPs mother did not have COVID-19, no protocols were broken ",https://www.oneindia.com/img/250x90/2020/08/alphons-kannanthanam-1597831876.jpg,ONEINDIA,MISLEADING,20-Aug,Fake
43536,Fake: Putins daughter did not die after taking COVID-19 vaccine ,https://www.oneindia.com/img/250x90/2020/01/download1-1579098763.png,ONEINDIA,MISLEADING,20-Jan,Fake
43537,Fake news: Reports regarding postponement of recruitment in Indian Army to 2021 false ,https://www.oneindia.com/img/250x90/2020/08/indian-army-1576737850-1597759620.jpg,ONEINDIA,MISLEADING,20-Aug,Fake
43538,Fact check: Video of US Army playing Indian National Anthem is an old one ,https://www.oneindia.com/img/250x90/2020/08/us-army-1597644933.jpg,ONEINDIA,VIOLENCE,20-Aug,Fake
43539,Fact check: Govt has taken no decision to keep schools shut till December ,https://www.oneindia.com/img/250x90/2020/08/fake-news15-1597309583.jpg,ONEINDIA,MISLEADING,20-Aug,Fake
43540,Fact check: Indian Army has not ordered an inquiry into Galwan Valley clash ,https://www.oneindia.com/img/250x90/2020/08/fact-check1-1597144407.jpg,ONEINDIA,COVID-19,20-Aug,Fake
43541,Fake: Nepal has not shot down an Indian Air Force jet ,https://www.oneindia.com/img/250x90/2020/07/fake-news14-1595589654.jpg,ONEINDIA,POLITICS,20-Jul,Fake
43542,"Fake: Priyanka Gandhi shares old images of Assam, Bihar, UP floods ",https://www.oneindia.com/img/250x90/2020/07/fake-1595236470.jpg,ONEINDIA,GOVERNMENT,20-Jul,Fake
43543,Viral video of 'three-eyed baby' born in Germany is fake ,https://www.oneindia.com/img/250x90/2020/07/three-eyed-baby-1595230647.jpg,ONEINDIA,VIOLENCE,20-Jul,Fake
43544,Fact check: Does Vodka prevent COVID-19 ,https://www.oneindia.com/img/250x90/2020/07/vodka-1594889822.jpg,ONEINDIA,COVID-19,20-Jul,Fake
43545,Fake: MHA has not set up COVID-19 monitoring committee ,https://www.oneindia.com/img/250x90/2020/07/fake-news13-1594441019.jpg,ONEINDIA,COVID-19,20-Jul,Fake
43546,"Viral posts claiming Cycle girl Jyoti Paswan was raped, murdered in Bihar's Darbhanga is FAKE ",https://www.oneindia.com/img/250x90/2020/07/176512-jyoti-paswan-factweb-1594183612.jpg,ONEINDIA,MISLEADING,20-Jul,Fake
43547,"Fake: Letter calling for strike in J&K is not by Geelani, but from Pakistan ",https://www.oneindia.com/img/250x90/2020/07/untitleddesign14-1594110263.jpg,ONEINDIA,GOVERNMENT,20-Jul,Fake
43548,Fact check: Is coconut oil helpful in battle against COVID-19 ,https://www.oneindia.com/img/250x90/2020/07/oil-1594009100.jpg,ONEINDIA,COVID-19,20-Jul,Fake
43549,Fact check: Did a Budweiser employee really pee in the beer tanks? ,https://www.oneindia.com/img/250x90/2020/07/whatsappimage2020-07-02at1-56-16pm-1593678597.jpeg,ONEINDIA,MISLEADING,20-Jul,Fake
43550,Fake: No defect ventilators supplied by Centre to Delhis Lok Nayak hospital ,https://www.oneindia.com/img/250x90/2020/07/loknayakhospital-1593608293.jpg,ONEINDIA,MISLEADING,20-Jul,Fake
43551,Fake: Amit Shah did not say mobile internet services will be snapped in J&K ,https://www.oneindia.com/img/250x90/2020/06/fake-news9-1593491370.jpg,ONEINDIA,POLITICS,20-Jun,Fake
43552,Fake: Health Ministry has not conducted online counselling for PG medical seats ,https://www.oneindia.com/img/250x90/2020/06/fake-news8-1593253320.jpg,ONEINDIA,MISLEADING,20-Jun,Fake
43553,"Fake: Viral image of Indira Gandhi addressing jawans is from Leh, not Galwan Valley ",https://www.oneindia.com/img/250x90/2020/06/fake-news7-1592886320.jpg,ONEINDIA,COVID-19,20-Jun,Fake
43554,Assam warns against fake news ,https://www.oneindia.com/img/250x90/2020/06/fake-1592626945.jpg,ONEINDIA,GOVERNMENT,20-Jun,Fake
43555,Fake: Govt has not ordered the restriction of these Chinese apps ,https://www.oneindia.com/img/250x90/2020/06/fake-news6-1592564943.jpg,ONEINDIA,MISLEADING,20-Jun,Fake
43556,Fake: MP CM Chouhan does not want people to get addicted to liquor ,https://www.oneindia.com/img/250x90/2020/06/shivraj-singh-chouhan-1592207912.jpg,ONEINDIA,POLITICS,20-Jun,Fake
43557,This medical prescription on COVID-19 treatment is FAKE ,https://www.oneindia.com/img/250x90/2020/06/untitleddesign11-1592028935.jpg,ONEINDIA,MISLEADING,20-Jun,Fake
43558,Fake: Govt has not proposed another lockdown on June 15 ,https://www.oneindia.com/img/250x90/2020/06/fake-news4-1591778092.jpg,ONEINDIA,COVID-19,20-Jun,Fake
43559,"Fake: Govt has not promised a Rs 7,500 lockdown fund ",https://www.oneindia.com/img/250x90/2020/06/fake-news3-1591768417.jpg,ONEINDIA,COVID-19,20-Jun,Fake
43560,Fact check: Have Chinese soldiers crossed into Indias side of the LAC ,https://www.oneindia.com/img/250x90/2020/06/lac-1591161250.jpg,ONEINDIA,COVID-19,20-Jun,Fake
43561,Delhi Police bust fake Ayushman Yojana website ,https://www.oneindia.com/img/250x90/2020/06/ayushman-1591075626.jpg,ONEINDIA,GOVERNMENT,20-Jun,Fake
43562,Fake: CBSE has not recommended online exam through this app ,https://www.oneindia.com/img/250x90/2020/06/cbse1-1591075182.jpg,ONEINDIA,MISLEADING,20-Jun,Fake
43563,Fake: NSA Doval has written no such letter on the Indo-China standoff ,https://www.oneindia.com/img/250x90/2020/05/nsa-1590826569.jpg,ONEINDIA,COVID-19,20-May,Fake
43564,"Fake: No military lockdown of Mumbai, Pune announced ",https://www.oneindia.com/img/250x90/2020/05/fake-news2-1590579538.jpg,ONEINDIA,COVID-19,20-May,Fake
43565,Fake: Indian Army has no plans of creating a Himachal Regiment ,https://www.oneindia.com/img/250x90/2020/05/fake-news1-1590492261.jpg,ONEINDIA,POLITICS,20-May,Fake
43566,"Fake: Govt has not promised a Rs 5,000 lockdown fund ",https://www.oneindia.com/img/250x90/2019/11/whatsapp4-1572776009.jpg,ONEINDIA,COVID-19,19-Nov,Fake
43567,Fact check: Does thrombosis lead to COVID-19 death ,https://www.oneindia.com/img/250x90/2020/05/thrombosis-1590226112.jpg,ONEINDIA,COVID-19,20-May,Fake
43568,Fake: This video of a crowded market is from Pakistan not India ,https://www.oneindia.com/img/250x90/2020/05/crowd-1590120447.jpg,ONEINDIA,VIOLENCE,20-May,Fake
43569,"Fact check: Are 8,000 people per lakh population affected with coronavirus in India? ",https://www.oneindia.com/img/250x90/2020/05/fact-check-1590119928.jpg,ONEINDIA,COVID-19,20-May,Fake
43570,Fact check: Does putting mustard oil into the nose kill coronavirus ,https://www.oneindia.com/img/250x90/2020/05/untitleddesign7-1589960130.jpg,ONEINDIA,MISLEADING,20-May,Fake
43571,Fake: Image of lady on bi-cycle being passed of as Indian migrant is from Nepal ,https://www.oneindia.com/img/250x90/2020/05/woman-riding-fake-1589880775.jpg,ONEINDIA,MISLEADING,20-May,Fake
43572,Fake: Video of woman travelling with infant is not from India ,https://www.oneindia.com/img/250x90/2020/05/infant-1589864592.jpg,ONEINDIA,VIOLENCE,20-May,Fake
43573,Fake: No timing set by government for shops to open and shut ,https://www.oneindia.com/img/250x90/2020/05/untitleddesign6-1589689073.jpg,ONEINDIA,GOVERNMENT,20-May,Fake
43574,Fake: Those who worked from 1990-2020 are not entitled for Rs 1.20 lakh ,https://www.oneindia.com/img/250x90/2020/05/workers-fake-news-1589443413.jpg,ONEINDIA,COVID-19,20-May,Fake
43575,"Fake: Passed off as Bengal violence, these images are from Pakistan ",https://www.oneindia.com/img/250x90/2020/05/hindu-community-1589427971.jpg,ONEINDIA,VIOLENCE,20-May,Fake
43576,Fake: This is not Indias strategy to exit the lockdown ,https://www.oneindia.com/img/250x90/2020/05/pib-fakenews-1589279955.jpg,ONEINDIA,POLITICS,20-May,Fake
43577,"Fake: J&K students in Delhi, not asked to arrange own buses ",https://www.oneindia.com/img/250x90/2020/05/jkstudents-fakenews-1589257937.jpg,ONEINDIA,MISLEADING,20-May,Fake
43578,Fake: Centre has not designated Guwahati as a red zone ,https://www.oneindia.com/img/250x90/2020/05/redzone-fakenews-1589257478.jpg,ONEINDIA,MISLEADING,20-May,Fake
43579,Fake: Govt not mulling religion based mapping of coronavirus ,https://www.oneindia.com/img/250x90/2020/05/corona-fake-news-1589199476.jpg,ONEINDIA,POLITICS,20-May,Fake
43580,Fake: Central Govt employees not to face pay cut of 30 per cent ,https://www.oneindia.com/img/250x90/2020/05/cg-fakenews-1589190200.jpg,ONEINDIA,COVID-19,20-May,Fake
43581,Fact check: Is India short of PPE Coveralls due to quality control problem? ,https://www.oneindia.com/img/250x90/2020/05/ppe-fakenews-1588998275.jpg,ONEINDIA,MISLEADING,20-May,Fake
43582,Fake: Army not being deployed in Mumbai to enforce lockdown ,https://www.oneindia.com/img/250x90/2020/05/fake-news-1588932074.jpg,ONEINDIA,COVID-19,20-May,Fake
43583,Crop circle combing symbols of coronavirus and Microsoft is fake ,https://www.oneindia.com/img/250x90/2020/05/fake-1588914270.jpg,ONEINDIA,MISLEADING,20-May,Fake
43584,Fake: Image of 8 year old boy suffering from coronavirus is incorrect ,https://www.oneindia.com/img/250x90/2020/05/boyimage-1588829445.jpg,ONEINDIA,VIOLENCE,20-May,Fake
43585,Fake: Counterfeit currency from Gujarat temple was not seized during lockdown ,https://www.oneindia.com/img/250x90/2020/05/fake3-1588828227.jpg,ONEINDIA,COVID-19,20-May,Fake
43586,Fight fake news: #MatKarForward trends on Twitter ,https://www.oneindia.com/img/250x90/2020/05/fake-news11-1588741431.jpg,ONEINDIA,GOVERNMENT,20-May,Fake
43587,Fake: Government is not increasing shift timings of Central Govt employees to 10 hours ,https://www.oneindia.com/img/250x90/2020/05/govt-office-1588740770.jpg,ONEINDIA,POLITICS,20-May,Fake
43588,Beware of these fake rescue forms for Indians stranded abroad ,https://www.oneindia.com/img/250x90/2020/01/xflight-1577992397.jpg.pagespeed.ic.o0gI9P_kWy.jpg,ONEINDIA,COVID-19,20-Jan,Fake
43589,Fake: Do not click on this link for online processing of GST refund ,https://www.oneindia.com/img/250x90/2020/05/taxpayers-1588658237.jpg,ONEINDIA,MISLEADING,20-May,Fake
43590,"Fake: Govt has not launched scheme which gives Rs 50,000 to ration card holders ",https://www.oneindia.com/img/250x90/2020/05/pib-factcheck-1588569955.jpg,ONEINDIA,COVID-19,20-May,Fake
43591,Fake ransom email that is prowling the Indian cyberspace ,https://www.oneindia.com/img/250x90/2020/05/cyber-space-1588417317.jpg,ONEINDIA,POLITICS,20-May,Fake
43592,"Fake: Govt is not providing scholarship of Rs 4,000 for students of English medium schools ",https://www.oneindia.com/img/250x90/2020/05/fact-check-1588398810.jpg,ONEINDIA,COVID-19,20-May,Fake
43593,Fake: Govt is not providing free masks under PM Mask Yojana ,https://www.oneindia.com/img/250x90/2020/05/mask-1588398262.jpg,ONEINDIA,GOVERNMENT,20-May,Fake
43594,False: Service matter of J&K government employees not to be heard in Chandigarh ,https://www.oneindia.com/img/250x90/2020/05/jammu3-1588329539.jpg,ONEINDIA,POLITICS,20-May,Fake
43595,Fact check: Message stating Joyalukkas founder died due to coronavirus is fake ,https://www.oneindia.com/img/250x90/2020/05/joyalukkas-1588311065.jpg,ONEINDIA,COVID-19,20-May,Fake
43596,Fake: Sadhus chillam in Jaipur did not infect 300 people with coronavirus ,https://www.oneindia.com/img/250x90/2020/04/coronavirus2-1588229396.jpg,ONEINDIA,COVID-19,20-Apr,Fake
43597,Fact check: Is that Kim Jong Un lying dead in a coffin? ,https://www.oneindia.com/img/250x90/2020/04/kim-jong-un-1588136644.jpg,ONEINDIA,MISLEADING,20-Apr,Fake
43598,Fact check: Is government going to cut allowance of Central Govt employees? ,https://www.oneindia.com/img/250x90/2020/04/govt-office-1586945261.jpg,ONEINDIA,COVID-19,20-Apr,Fake
